"사용일자","노선명","역명","승차총승객수","하차총승객수","등록일자"
"20220601","중앙선","양정","589","503","20220604",""
"20220601","분당선","구성","3127","3243","20220604",""
"20220601","분당선","신갈","2530","2608","20220604",""
"20220601","분당선","기흥","6230","5932","20220604",""
"20220601","분당선","상갈","3743","3748","20220604",""
"20220601","분당선","청명","2395","2435","20220604",""
"20220601","분당선","영통","6113","6092","20220604",""
"20220601","분당선","죽전","9435","10457","20220604",""
"20220601","분당선","이매","3712","3753","20220604",""
"20220601","분당선","오리","7089","5849","20220604",""
"20220601","분당선","미금","9559","9782","20220604",""
"20220601","분당선","정자","9839","10573","20220604",""
"20220601","분당선","수내","7910","7764","20220604",""
"20220601","분당선","서현","17665","17821","20220604",""
"20220601","분당선","야탑","16127","16761","20220604",""
"20220601","분당선","모란","14441","14809","20220604",""
"20220601","분당선","태평","9630","9188","20220604",""
"20220601","분당선","가천대","5573","6170","20220604",""
"20220601","분당선","선정릉","2600","2623","20220604",""
"20220601","분당선","강남구청","3859","4305","20220604",""
"20220601","분당선","압구정로데오","13721","15647","20220604",""
"20220601","분당선","서울숲","9692","10215","20220604",""
"20220601","분당선","수원","6540","5541","20220604",""
"20220601","분당선","수서","7993","8539","20220604",""
"20220601","분당선","대모산입구","2482","2393","20220604",""
"20220601","분당선","개포동","2468","2422","20220604",""
"20220601","분당선","구룡","1132","1109","20220604",""
"20220601","2호선","동대문역사문화공원(DDP)","10621","12150","20220604",""
"20220601","분당선","도곡","3714","3492","20220604",""
"20220601","분당선","한티","9303","9395","20220604",""
"20220601","분당선","선릉","3950","5728","20220604",""
"20220601","과천선","범계","18700","18486","20220604",""
"20220601","과천선","평촌","7980","7851","20220604",""
"20220601","과천선","인덕원","14519","14379","20220604",""
"20220601","과천선","정부과천청사","5748","5895","20220604",""
"20220601","과천선","과천","4692","4219","20220604",""
"20220601","과천선","대공원","9899","10167","20220604",""
"20220601","과천선","경마공원","1194","1198","20220604",""
"20220601","과천선","선바위","4567","4313","20220604",""
"20220601","공항철도 1호선","영종","2897","2793","20220604",""
"20220601","공항철도 1호선","인천공항2터미널","2709","2542","20220604",""
"20220601","공항철도 1호선","인천공항1터미널","6289","6621","20220604",""
"20220601","공항철도 1호선","공항화물청사","1344","1465","20220604",""
"20220601","공항철도 1호선","운서","6218","6450","20220604",""
"20220601","5호선","방화","4315","4213","20220604",""
"20220601","공항철도 1호선","청라국제도시","4049","3970","20220604",""
"20220601","공항철도 1호선","검암","4046","4094","20220604",""
"20220601","공항철도 1호선","계양","6750","6247","20220604",""
"20220601","공항철도 1호선","김포공항","10205","5565","20220604",""
"20220601","공항철도 1호선","마곡나루(서울식물원)","3168","3462","20220604",""
"20220601","공항철도 1호선","디지털미디어시티","4667","4673","20220604",""
"20220601","공항철도 1호선","홍대입구","11083","10624","20220604",""
"20220601","공항철도 1호선","공덕","1403","1761","20220604",""
"20220601","공항철도 1호선","서울역","6589","6259","20220604",""
"20220601","경춘선","춘천","2439","1852","20220604",""
"20220601","경춘선","남춘천","2805","2942","20220604",""
"20220601","경춘선","김유정","671","721","20220604",""
"20220601","경춘선","강촌","803","742","20220604",""
"20220601","경춘선","백양리","146","119","20220604",""
"20220601","경춘선","굴봉산","250","230","20220604",""
"20220601","경춘선","가평","2251","2297","20220604",""
"20220601","경춘선","상천","538","524","20220604",""
"20220601","경춘선","청평","1788","1801","20220604",""
"20220601","경춘선","대성리","893","727","20220604",""
"20220601","경춘선","마석","3112","3129","20220604",""
"20220601","경춘선","천마산","1369","1362","20220604",""
"20220601","경춘선","평내호평","4629","4490","20220604",""
"20220601","경춘선","금곡","1122","1070","20220604",""
"20220601","경춘선","사릉","1758","1733","20220604",""
"20220601","경춘선","퇴계원","2542","2348","20220604",""
"20220601","경춘선","별내","2207","2136","20220604",""
"20220601","경춘선","갈매","1884","1651","20220604",""
"20220601","경춘선","신내","1226","1261","20220604",""
"20220601","경인선","도화","3024","2852","20220604",""
"20220601","경인선","중동","6228","5813","20220604",""
"20220601","경인선","온수(성공회대입구)","4815","4455","20220604",""
"20220601","경인선","도원","2000","2098","20220604",""
"20220601","경인선","간석","4041","3889","20220604",""
"20220601","경인선","부개","5927","5606","20220604",""
"20220601","경인선","소사","6083","5700","20220604",""
"20220601","경인선","구일","7197","7270","20220604",""
"20220601","경인선","인천","5460","4446","20220604",""
"20220601","경인선","동인천","11023","10947","20220604",""
"20220601","경인선","제물포","6715","6486","20220604",""
"20220601","경인선","주안","14125","12536","20220604",""
"20220601","경인선","동암","11484","11464","20220604",""
"20220601","경인선","백운","4895","4786","20220604",""
"20220601","경인선","부평","26015","27596","20220604",""
"20220601","경인선","송내","16319","16335","20220604",""
"20220601","경인선","부천","26248","26398","20220604",""
"20220601","경인선","역곡","19202","18788","20220604",""
"20220601","경인선","오류동","8545","7930","20220604",""
"20220601","경인선","개봉","14989","14723","20220604",""
"20220601","경의선","계양","1","0","20220604",""
"20220601","경의선","임진강","98","83","20220604",""
"20220601","경의선","문산","4317","4288","20220604",""
"20220601","경의선","파주","776","682","20220604",""
"20220601","경의선","월롱","1765","2049","20220604",""
"20220601","경의선","금촌","5602","5566","20220604",""
"20220601","경의선","금릉","3628","3683","20220604",""
"20220601","경의선","운정","4614","4306","20220604",""
"20220601","경의선","야당","6053","5982","20220604",""
"20220601","경의선","탄현","4983","4654","20220604",""
